Date,Close,Returns
2020-01-01 00:00:00+00:00,130.77,0.006356295
2020-01-02 00:00:00+00:00,127.19,-0.012055156
2020-01-03 00:00:00+00:00,134.35,0.023784703
2020-01-04 00:00:00+00:00,134.2,-0.000485155
2020-01-05 00:00:00+00:00,135.37,0.003769913
2020-01-06 00:00:00+00:00,144.15,0.027292218
2020-01-07 00:00:00+00:00,142.8,-0.004086439
2020-01-08 00:00:00+00:00,140.72,-0.006372381
2020-01-09 00:00:00+00:00,137.74,-0.009295748
2020-01-10 00:00:00+00:00,144.84,0.021828437
2020-01-11 00:00:00+00:00,142.38,-0.007439528
2020-01-12 00:00:00+00:00,146.54,0.012507199
2020-01-13 00:00:00+00:00,143.58,-0.008862238
2020-01-14 00:00:00+00:00,165.64,0.062071273
2020-01-15 00:00:00+00:00,166.4,0.0019881
2020-01-16 00:00:00+00:00,164.21,-0.005753721
2020-01-17 00:00:00+00:00,169.85,0.01466595
2020-01-18 00:00:00+00:00,174.14,0.010832989
2020-01-19 00:00:00+00:00,166.79,-0.018728531
2020-01-20 00:00:00+00:00,166.87,0.000208257
2020-01-21 00:00:00+00:00,169.49,0.006765814
2020-01-22 00:00:00+00:00,168.07,-0.00365388
2020-01-23 00:00:00+00:00,162.81,-0.013809124
2020-01-24 00:00:00+00:00,162.54,-0.000720821
2020-01-25 00:00:00+00:00,160.35,-0.005891291
2020-01-26 00:00:00+00:00,167.86,0.019878255
2020-01-27 00:00:00+00:00,170.08,0.005706028
2020-01-28 00:00:00+00:00,175.64,0.013970181
2020-01-29 00:00:00+00:00,173.72,-0.004773608
2020-01-30 00:00:00+00:00,184.69,0.026593561
2020-01-31 00:00:00+00:00,179.99,-0.011195004
2020-02-01 00:00:00+00:00,183.6,0.0086243
2020-02-02 00:00:00+00:00,188.44,0.011300419
2020-02-03 00:00:00+00:00,189.69,0.002871341
2020-02-04 00:00:00+00:00,188.91,-0.001789489
2020-02-05 00:00:00+00:00,203.78,0.03290661
2020-02-06 00:00:00+00:00,213.19,0.019605272
2020-02-07 00:00:00+00:00,223.33,0.020180236
2020-02-08 00:00:00+00:00,223.05,-0.000544838
2020-02-09 00:00:00+00:00,228.49,0.01046497
2020-02-10 00:00:00+00:00,222.89,-0.010776613
2020-02-11 00:00:00+00:00,236.69,0.026089325
2020-02-12 00:00:00+00:00,265.74,0.050277021
2020-02-13 00:00:00+00:00,268.32,0.004196115
2020-02-14 00:00:00+00:00,285.15,0.026420331
2020-02-15 00:00:00+00:00,264.88,-0.032024208
2020-02-16 00:00:00+00:00,258.85,-0.010000998
2020-02-17 00:00:00+00:00,267.85,0.014843481
2020-02-18 00:00:00+00:00,282.61,0.023295874
2020-02-19 00:00:00+00:00,258.45,-0.038810989
2020-02-20 00:00:00+00:00,256.96,-0.002511013
2020-02-21 00:00:00+00:00,265.27,0.013822614
2020-02-22 00:00:00+00:00,261.57,-0.006100205
2020-02-23 00:00:00+00:00,274.48,0.020922773
2020-02-24 00:00:00+00:00,265.52,-0.014413466
2020-02-25 00:00:00+00:00,246.67,-0.031980906
2020-02-26 00:00:00+00:00,223.93,-0.042004054
2020-02-27 00:00:00+00:00,227.79,0.007422374
2020-02-28 00:00:00+00:00,226.76,-0.001968206
2020-02-29 00:00:00+00:00,217.21,-0.018686633
2020-03-01 00:00:00+00:00,217.81,0.001197999
2020-03-02 00:00:00+00:00,231.97,0.027354007
2020-03-03 00:00:00+00:00,223.91,-0.015358333
2020-03-04 00:00:00+00:00,224.26,0.000678328
2020-03-05 00:00:00+00:00,228.38,0.007906251
2020-03-06 00:00:00+00:00,244.88,0.030295248
2020-03-07 00:00:00+00:00,237.23,-0.013783708
2020-03-08 00:00:00+00:00,199.43,-0.07537912
2020-03-09 00:00:00+00:00,202.81,0.007298876
2020-03-10 00:00:00+00:00,200.7,-0.004541993
2020-03-11 00:00:00+00:00,194.61,-0.01338222
2020-03-12 00:00:00+00:00,107.82,-0.256465825
2020-03-13 00:00:00+00:00,134.06,0.094599888
2020-03-14 00:00:00+00:00,122.54,-0.039021339
2020-03-15 00:00:00+00:00,123.78,0.004372602
2020-03-16 00:00:00+00:00,111.02,-0.047249255
2020-03-17 00:00:00+00:00,115.67,0.017819513
2020-03-18 00:00:00+00:00,118.11,0.009065934
2020-03-19 00:00:00+00:00,136.3,0.062209186
2020-03-20 00:00:00+00:00,133.48,-0.009079658
2020-03-21 00:00:00+00:00,132.66,-0.002676205
2020-03-22 00:00:00+00:00,122.32,-0.035242521
2020-03-23 00:00:00+00:00,135.92,0.045785893
2020-03-24 00:00:00+00:00,138.42,0.007915479
2020-03-25 00:00:00+00:00,136.1,-0.00734072
2020-03-26 00:00:00+00:00,138.4,0.007277965
2020-03-27 00:00:00+00:00,131.33,-0.022772146
2020-03-28 00:00:00+00:00,130.98,-0.001158958
2020-03-29 00:00:00+00:00,124.5,-0.022035635
2020-03-30 00:00:00+00:00,132.06,0.025601942
2020-03-31 00:00:00+00:00,132.72,0.00216508
2020-04-01 00:00:00+00:00,135.69,0.009611469
2020-04-02 00:00:00+00:00,141.28,0.017532844
2020-04-03 00:00:00+00:00,141.31,9.22102E-05
2020-04-04 00:00:00+00:00,144.1,0.008491084
2020-04-05 00:00:00+00:00,142.68,-0.00430088
2020-04-06 00:00:00+00:00,171.32,0.079444965
2020-04-07 00:00:00+00:00,164.63,-0.017299088
2020-04-08 00:00:00+00:00,173.11,0.021813178
2020-04-09 00:00:00+00:00,169.52,-0.009101213
2020-04-10 00:00:00+00:00,157.81,-0.031086424
2020-04-11 00:00:00+00:00,158.33,0.001428692
2020-04-12 00:00:00+00:00,158.59,0.000712587
2020-04-13 00:00:00+00:00,156.29,-0.006344608
2020-04-14 00:00:00+00:00,158.45,0.005961052
2020-04-15 00:00:00+00:00,152.73,-0.015967892
2020-04-16 00:00:00+00:00,172.29,0.052335719
2020-04-17 00:00:00+00:00,170.69,-0.004051993
2020-04-18 00:00:00+00:00,187.4,0.040561508
2020-04-19 00:00:00+00:00,180.03,-0.017424705
2020-04-20 00:00:00+00:00,170.2,-0.024385326
