Unix,Date,Symbol,Open,High,Low,Close,Volume,Volume Base Asset,tradecount
1666070000000.0,2022-10-18 05:00:00+00:00,ETHUSDT,1334.59,1335.25,1329.58,1331.47,121395.227,161746639.2,63680
1666070000000.0,2022-10-18 06:00:00+00:00,ETHUSDT,1331.47,1340.0,1329.68,1335.5,200934.446,268361473.9,102372
1666080000000.0,2022-10-18 07:00:00+00:00,ETHUSDT,1335.49,1337.88,1330.2,1336.2,204657.828,273004087.2,102673
1666080000000.0,2022-10-18 08:00:00+00:00,ETHUSDT,1336.21,1336.96,1320.66,1322.29,303557.347,403030534.8,153410
1666080000000.0,2022-10-18 09:00:00+00:00,ETHUSDT,1322.29,1325.49,1317.47,1323.92,307766.118,406795973.6,147551
1666090000000.0,2022-10-18 10:00:00+00:00,ETHUSDT,1323.91,1328.8,1322.1,1324.51,167076.588,221495999.1,88328
1666090000000.0,2022-10-18 11:00:00+00:00,ETHUSDT,1324.51,1328.68,1324.5,1325.04,118717.438,157466706.9,68389
1666090000000.0,2022-10-18 12:00:00+00:00,ETHUSDT,1325.03,1333.0,1325.03,1330.27,233478.322,310452992.6,114084
1666100000000.0,2022-10-18 13:00:00+00:00,ETHUSDT,1330.27,1333.98,1318.76,1321.41,492428.469,653363014.2,199224
1666100000000.0,2022-10-18 14:00:00+00:00,ETHUSDT,1321.4,1324.5,1305.72,1307.82,685523.932,900292658.2,299595
1666110000000.0,2022-10-18 15:00:00+00:00,ETHUSDT,1307.83,1311.18,1297.7,1306.79,587096.066,765985307.1,277616
1666110000000.0,2022-10-18 16:00:00+00:00,ETHUSDT,1306.78,1311.73,1304.95,1309.36,259182.67,339262616.9,133439
1666110000000.0,2022-10-18 17:00:00+00:00,ETHUSDT,1309.35,1311.77,1305.39,1308.21,168004.952,219770383.1,90621
1666120000000.0,2022-10-18 18:00:00+00:00,ETHUSDT,1308.22,1309.49,1289.85,1293.02,464234.069,601990871.5,188919
1666120000000.0,2022-10-18 19:00:00+00:00,ETHUSDT,1293.02,1300.3,1285.11,1300.18,404444.841,522890279.7,186045
1666120000000.0,2022-10-18 20:00:00+00:00,ETHUSDT,1300.18,1320.0,1298.04,1313.53,500985.665,655961909.7,199525
1666130000000.0,2022-10-18 21:00:00+00:00,ETHUSDT,1313.54,1314.86,1306.74,1309.79,138708.282,181831536.2,77161
1666130000000.0,2022-10-18 22:00:00+00:00,ETHUSDT,1309.78,1314.08,1306.12,1311.91,108736.567,142471140.9,63838
1666130000000.0,2022-10-18 23:00:00+00:00,ETHUSDT,1311.9,1315.2,1306.79,1309.93,150698.697,197532983.8,74242
1666140000000.0,2022-10-19 00:00:00+00:00,ETHUSDT,1309.93,1312.78,1297.0,1300.5,215534.607,281423862.2,109502
1666140000000.0,2022-10-19 01:00:00+00:00,ETHUSDT,1300.51,1307.96,1297.47,1305.81,137197.751,178859153.7,80136
1666140000000.0,2022-10-19 02:00:00+00:00,ETHUSDT,1305.81,1307.0,1301.93,1305.55,84643.341,110404830.4,54170
1666150000000.0,2022-10-19 03:00:00+00:00,ETHUSDT,1305.55,1306.44,1301.33,1304.44,74350.293,96965337.88,45281
1666150000000.0,2022-10-19 04:00:00+00:00,ETHUSDT,1304.43,1304.85,1299.66,1302.88,94195.287,122673570.7,56565
1666160000000.0,2022-10-19 05:00:00+00:00,ETHUSDT,1302.87,1305.89,1297.5,1301.02,152814.847,198943452.3,82315
1666160000000.0,2022-10-19 06:00:00+00:00,ETHUSDT,1301.02,1302.8,1292.0,1293.77,232734.992,301724331.5,123474
1666160000000.0,2022-10-19 07:00:00+00:00,ETHUSDT,1293.77,1300.65,1292.28,1299.11,155324.549,201432171.0,91275
1666170000000.0,2022-10-19 08:00:00+00:00,ETHUSDT,1299.1,1300.67,1293.25,1298.96,135429.58,175647385.4,82932
1666170000000.0,2022-10-19 09:00:00+00:00,ETHUSDT,1298.95,1306.96,1298.61,1305.77,211615.662,275775038.4,102597
1666170000000.0,2022-10-19 10:00:00+00:00,ETHUSDT,1305.77,1307.43,1299.26,1300.39,148833.135,193924887.2,83273
1666180000000.0,2022-10-19 11:00:00+00:00,ETHUSDT,1300.39,1300.98,1293.15,1299.92,226731.806,293976710.9,117871
1666180000000.0,2022-10-19 12:00:00+00:00,ETHUSDT,1299.93,1300.62,1294.44,1298.99,161770.716,209939200.2,97330
1666180000000.0,2022-10-19 13:00:00+00:00,ETHUSDT,1299.0,1305.64,1290.5,1292.7,431310.902,559666508.9,194287
1666190000000.0,2022-10-19 14:00:00+00:00,ETHUSDT,1292.69,1302.07,1288.78,1295.96,340355.09,441470528.2,161967
1666190000000.0,2022-10-19 15:00:00+00:00,ETHUSDT,1295.96,1308.39,1295.5,1304.06,272474.794,354639908.5,136238
1666200000000.0,2022-10-19 16:00:00+00:00,ETHUSDT,1304.07,1305.0,1296.0,1297.55,167686.014,217944631.0,96624
1666200000000.0,2022-10-19 17:00:00+00:00,ETHUSDT,1297.55,1298.3,1291.98,1295.17,219382.719,283941149.3,105886
1666200000000.0,2022-10-19 18:00:00+00:00,ETHUSDT,1295.16,1297.92,1292.5,1295.73,100316.143,129997879.1,58926
1666210000000.0,2022-10-19 19:00:00+00:00,ETHUSDT,1295.72,1297.88,1291.61,1296.39,122486.388,158562803.6,70438
1666210000000.0,2022-10-19 20:00:00+00:00,ETHUSDT,1296.38,1298.5,1286.28,1293.82,207769.78,268425565.1,102609
1666210000000.0,2022-10-19 21:00:00+00:00,ETHUSDT,1293.83,1295.81,1290.38,1293.77,73806.033,95448164.52,45455
1666220000000.0,2022-10-19 22:00:00+00:00,ETHUSDT,1293.77,1294.0,1275.56,1285.82,257399.945,330769233.8,126597
1666220000000.0,2022-10-19 23:00:00+00:00,ETHUSDT,1285.83,1288.92,1279.61,1284.45,165074.462,212074129.6,92655
1666220000000.0,2022-10-20 00:00:00+00:00,ETHUSDT,1284.45,1287.76,1270.0,1276.29,339352.101,433649609.3,167459
1666230000000.0,2022-10-20 01:00:00+00:00,ETHUSDT,1276.3,1281.18,1272.75,1279.35,202079.121,258181884.2,109992
1666230000000.0,2022-10-20 02:00:00+00:00,ETHUSDT,1279.35,1282.37,1277.0,1281.66,82512.745,105651151.9,54552
1666230000000.0,2022-10-20 03:00:00+00:00,ETHUSDT,1281.66,1282.4,1276.4,1279.53,94702.544,121128178.9,57261
1666240000000.0,2022-10-20 04:00:00+00:00,ETHUSDT,1279.53,1291.43,1279.23,1290.37,225493.249,290097944.0,110881
1666240000000.0,2022-10-20 05:00:00+00:00,ETHUSDT,1290.36,1295.47,1288.76,1291.79,217969.29,281559560.3,101226
1666250000000.0,2022-10-20 06:00:00+00:00,ETHUSDT,1291.78,1293.14,1287.85,1290.74,125229.5,161575232.9,65676
1666250000000.0,2022-10-20 07:00:00+00:00,ETHUSDT,1290.73,1293.51,1287.9,1291.83,118833.607,153469656.6,68459
1666250000000.0,2022-10-20 08:00:00+00:00,ETHUSDT,1291.84,1294.47,1289.93,1290.59,107770.618,139231800.3,59917
1666260000000.0,2022-10-20 09:00:00+00:00,ETHUSDT,1290.59,1295.75,1288.67,1295.59,146707.441,189636588.5,69821
1666260000000.0,2022-10-20 10:00:00+00:00,ETHUSDT,1295.6,1301.0,1292.22,1298.5,281398.036,364988465.5,117973
1666260000000.0,2022-10-20 11:00:00+00:00,ETHUSDT,1298.49,1302.25,1297.51,1299.01,147522.606,191714148.5,72730
1666270000000.0,2022-10-20 12:00:00+00:00,ETHUSDT,1299.02,1303.55,1291.38,1291.73,340413.6,441553849.4,145227
1666270000000.0,2022-10-20 13:00:00+00:00,ETHUSDT,1291.73,1300.99,1290.09,1297.01,375166.6,485662178.5,151389
1666270000000.0,2022-10-20 14:00:00+00:00,ETHUSDT,1297.01,1310.0,1297.01,1305.34,470678.433,614184489.8,179883
1666280000000.0,2022-10-20 15:00:00+00:00,ETHUSDT,1305.34,1307.07,1298.0,1299.04,192931.955,251223194.3,84189
1666280000000.0,2022-10-20 16:00:00+00:00,ETHUSDT,1299.03,1299.11,1286.33,1289.86,434555.652,561335855.8,171050
1666290000000.0,2022-10-20 17:00:00+00:00,ETHUSDT,1289.87,1289.92,1282.22,1284.2,258959.727,332881582.5,119745
1666290000000.0,2022-10-20 18:00:00+00:00,ETHUSDT,1284.19,1289.74,1277.0,1288.21,358528.642,459856972.1,163842
1666290000000.0,2022-10-20 19:00:00+00:00,ETHUSDT,1288.21,1290.0,1281.6,1284.04,186448.576,239808693.6,85218
1666300000000.0,2022-10-20 20:00:00+00:00,ETHUSDT,1284.03,1286.26,1270.88,1281.86,296357.956,379060614.1,133755
1666300000000.0,2022-10-20 21:00:00+00:00,ETHUSDT,1281.86,1287.5,1277.81,1284.18,99206.382,127252328.3,59896
1666300000000.0,2022-10-20 22:00:00+00:00,ETHUSDT,1284.17,1285.96,1278.31,1282.41,93514.721,119848276.6,53719
1666310000000.0,2022-10-20 23:00:00+00:00,ETHUSDT,1282.4,1284.0,1277.41,1282.2,98629.884,126325302.5,54254
1666310000000.0,2022-10-21 00:00:00+00:00,ETHUSDT,1282.19,1286.17,1278.11,1284.11,186852.698,239566576.8,86521
1666310000000.0,2022-10-21 01:00:00+00:00,ETHUSDT,1284.11,1287.32,1281.79,1285.98,112202.833,144156005.3,54587
1666320000000.0,2022-10-21 02:00:00+00:00,ETHUSDT,1285.98,1291.0,1285.38,1289.25,131626.138,169599744.6,61233
1666320000000.0,2022-10-21 03:00:00+00:00,ETHUSDT,1289.24,1291.94,1286.06,1286.96,96018.786,123771705.7,48128
1666320000000.0,2022-10-21 04:00:00+00:00,ETHUSDT,1286.96,1289.97,1284.05,1287.55,110929.524,142759753.1,50650
1666330000000.0,2022-10-21 05:00:00+00:00,ETHUSDT,1287.54,1289.66,1286.0,1287.36,76791.883,98888675.78,38988
1666330000000.0,2022-10-21 06:00:00+00:00,ETHUSDT,1287.36,1290.57,1283.88,1284.66,90686.249,116748600.3,44503
1666340000000.0,2022-10-21 07:00:00+00:00,ETHUSDT,1284.66,1290.0,1282.0,1284.16,158794.983,204161428.8,74167
1666340000000.0,2022-10-21 08:00:00+00:00,ETHUSDT,1284.16,1284.77,1273.02,1277.76,309550.649,395953537.1,128870
1666340000000.0,2022-10-21 09:00:00+00:00,ETHUSDT,1277.75,1281.81,1272.0,1279.7,238933.579,305311854.9,111007
1666350000000.0,2022-10-21 10:00:00+00:00,ETHUSDT,1279.7,1281.49,1276.62,1280.78,96680.5,123662921.2,51407
1666350000000.0,2022-10-21 11:00:00+00:00,ETHUSDT,1280.77,1280.83,1274.22,1274.92,159269.719,203576242.6,68384
1666350000000.0,2022-10-21 12:00:00+00:00,ETHUSDT,1274.93,1275.37,1248.0,1269.1,965002.785,1218916059.0,359609
1666360000000.0,2022-10-21 13:00:00+00:00,ETHUSDT,1269.1,1285.65,1267.54,1284.89,836150.341,1067764697.0,314681
1666360000000.0,2022-10-21 14:00:00+00:00,ETHUSDT,1284.9,1289.79,1274.8,1278.96,558667.986,716462782.3,220378
1666360000000.0,2022-10-21 15:00:00+00:00,ETHUSDT,1278.97,1297.5,1276.28,1296.99,417466.913,537068505.8,161299
1666370000000.0,2022-10-21 16:00:00+00:00,ETHUSDT,1297.0,1302.48,1294.66,1296.19,540163.737,701061226.4,203292
1666370000000.0,2022-10-21 17:00:00+00:00,ETHUSDT,1296.18,1303.32,1293.52,1297.92,247741.465,321670911.5,111731
1666380000000.0,2022-10-21 18:00:00+00:00,ETHUSDT,1297.92,1303.0,1294.5,1295.54,180841.213,234825120.7,83789
1666380000000.0,2022-10-21 19:00:00+00:00,ETHUSDT,1295.53,1305.6,1294.59,1302.84,202770.252,263637027.7,82035
1666380000000.0,2022-10-21 20:00:00+00:00,ETHUSDT,1302.84,1307.0,1299.7,1302.06,145812.308,190062245.7,71220
1666390000000.0,2022-10-21 21:00:00+00:00,ETHUSDT,1302.06,1302.52,1296.6,1298.42,74166.981,96384636.03,44964
1666390000000.0,2022-10-21 22:00:00+00:00,ETHUSDT,1298.43,1301.19,1297.65,1300.94,49116.047,63810922.26,29131
1666390000000.0,2022-10-21 23:00:00+00:00,ETHUSDT,1300.94,1301.58,1298.0,1299.08,43960.483,57134589.69,30730
1666400000000.0,2022-10-22 00:00:00+00:00,ETHUSDT,1299.08,1302.42,1297.78,1301.29,67022.51,87135797.03,36333
1666400000000.0,2022-10-22 01:00:00+00:00,ETHUSDT,1301.29,1304.2,1297.93,1298.14,71749.209,93309460.53,40060
1666400000000.0,2022-10-22 02:00:00+00:00,ETHUSDT,1298.13,1300.2,1294.51,1295.44,84667.029,109824223.4,42353
1666410000000.0,2022-10-22 03:00:00+00:00,ETHUSDT,1295.45,1298.9,1293.67,1298.26,78005.884,101110787.1,39044
1666410000000.0,2022-10-22 04:00:00+00:00,ETHUSDT,1298.26,1299.88,1296.26,1296.7,54007.626,70096564.84,28867
1666410000000.0,2022-10-22 05:00:00+00:00,ETHUSDT,1296.71,1297.0,1294.0,1295.88,62999.701,81633538.18,30515
1666420000000.0,2022-10-22 06:00:00+00:00,ETHUSDT,1295.89,1298.32,1295.52,1297.21,44496.535,57722483.12,27543
1666420000000.0,2022-10-22 07:00:00+00:00,ETHUSDT,1297.22,1300.29,1297.22,1299.03,68431.678,88877160.13,34583
1666430000000.0,2022-10-22 08:00:00+00:00,ETHUSDT,1299.04,1302.0,1299.02,1299.95,88175.701,114693618.9,43831
1666430000000.0,2022-10-22 09:00:00+00:00,ETHUSDT,1299.96,1302.0,1298.87,1299.08,67615.706,87946828.47,38489
1666430000000.0,2022-10-22 10:00:00+00:00,ETHUSDT,1299.08,1304.84,1298.86,1303.69,96098.173,125124163.9,49153
1666440000000.0,2022-10-22 11:00:00+00:00,ETHUSDT,1303.7,1307.74,1302.68,1305.12,149129.28,194596893.5,70722
1666440000000.0,2022-10-22 12:00:00+00:00,ETHUSDT,1305.13,1310.24,1302.23,1305.48,197442.726,257773793.8,88238
