Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount
1.59724E+12,2020-08-12 13:00:00+00:00,BTCUSDT,11509.8,11574.99,11470.99,11559.2,3385.726764,38988699.14,54811
1.59724E+12,2020-08-12 14:00:00+00:00,BTCUSDT,11559.19,11596.39,11530,11584.32,3419.818032,39533865.36,52504
1.59724E+12,2020-08-12 15:00:00+00:00,BTCUSDT,11584.32,11617.52,11541.94,11581.45,3135.320481,36306891.49,46362
1.59725E+12,2020-08-12 16:00:00+00:00,BTCUSDT,11581.54,11615,11535.08,11547.9,2882.177939,33355346.27,48058
1.59725E+12,2020-08-12 17:00:00+00:00,BTCUSDT,11547.89,11556,11470,11531.94,2807.143796,32322506,45926
1.59726E+12,2020-08-12 18:00:00+00:00,BTCUSDT,11531.94,11551.86,11485.98,11511.99,2176.454825,25074234.22,39845
1.59726E+12,2020-08-12 19:00:00+00:00,BTCUSDT,11511.99,11591,11510.42,11568.98,2258.042099,26093449.28,35779
1.59726E+12,2020-08-12 20:00:00+00:00,BTCUSDT,11568.98,11595,11538.15,11559.99,1717.676792,19861473.89,32656
1.59727E+12,2020-08-12 21:00:00+00:00,BTCUSDT,11559.99,11564.26,11482.57,11498.72,1725.712485,19884346.98,35641
1.59727E+12,2020-08-12 22:00:00+00:00,BTCUSDT,11498.71,11583,11498.71,11544.29,1637.697025,18922183.85,33466
1.59727E+12,2020-08-12 23:00:00+00:00,BTCUSDT,11543.26,11587.97,11537.49,11564.33,1580.7333,18288705.41,33300
1.59728E+12,2020-08-13 00:00:00+00:00,BTCUSDT,11564.34,11656.99,11546.07,11634.25,3115.658353,36219825.24,44110
1.59728E+12,2020-08-13 01:00:00+00:00,BTCUSDT,11634.25,11646.61,11596.39,11606.18,1800.876353,20924382.56,37327
1.59728E+12,2020-08-13 02:00:00+00:00,BTCUSDT,11606.18,11635,11522.47,11567.07,2609.500039,30229421.34,52928
1.59729E+12,2020-08-13 03:00:00+00:00,BTCUSDT,11567.08,11588.08,11529.98,11567.21,1870.393827,21620726.95,35931
1.59729E+12,2020-08-13 04:00:00+00:00,BTCUSDT,11567.21,11589,11537.07,11547.89,1787.893386,20685380.38,34522
1.59729E+12,2020-08-13 05:00:00+00:00,BTCUSDT,11547.88,11550.22,11509.17,11535.8,1873.347977,21604255.24,37651
1.5973E+12,2020-08-13 06:00:00+00:00,BTCUSDT,11535.8,11569.26,11500,11553.32,1905.104375,21977102.52,40235
1.5973E+12,2020-08-13 07:00:00+00:00,BTCUSDT,11553.32,11567.54,11490.52,11513.43,2564.345456,29559366.31,47583
1.59731E+12,2020-08-13 08:00:00+00:00,BTCUSDT,11513.43,11517.95,11360.7,11415.23,4958.504138,56724656.3,88980
1.59731E+12,2020-08-13 09:00:00+00:00,BTCUSDT,11414.07,11428.67,11270.36,11402.63,4899.807958,55620063.71,86555
1.59731E+12,2020-08-13 10:00:00+00:00,BTCUSDT,11402.68,11480,11350.01,11471.4,2969.403138,33829121.89,50132
1.59732E+12,2020-08-13 11:00:00+00:00,BTCUSDT,11471.39,11622.1,11439.99,11552.11,4451.902333,51402459.25,72268
1.59732E+12,2020-08-13 12:00:00+00:00,BTCUSDT,11552.12,11585.01,11382.56,11466.38,3925.673236,45054868.8,68351
1.59732E+12,2020-08-13 13:00:00+00:00,BTCUSDT,11466.34,11533.16,11420.18,11504.81,2828.125941,32473773.62,48763
1.59733E+12,2020-08-13 14:00:00+00:00,BTCUSDT,11504.2,11550,11469.36,11526.59,2665.153311,30686643.23,49899
1.59733E+12,2020-08-13 15:00:00+00:00,BTCUSDT,11526.59,11535,11456.16,11499.78,2320.675963,26662818.64,46571
1.59733E+12,2020-08-13 16:00:00+00:00,BTCUSDT,11499.79,11530,11442.34,11530,2403.502887,27609551.52,46333
1.59734E+12,2020-08-13 17:00:00+00:00,BTCUSDT,11530,11534.99,11491.4,11521.23,1736.399178,19992999.2,33098
1.59734E+12,2020-08-13 18:00:00+00:00,BTCUSDT,11521.77,11541.8,11477.68,11488.53,1752.536353,20171368.84,30718
1.59735E+12,2020-08-13 19:00:00+00:00,BTCUSDT,11489.21,11532.1,11483.58,11506.17,1310.676987,15090861.74,22724
1.59735E+12,2020-08-13 20:00:00+00:00,BTCUSDT,11506.18,11637.38,11506.17,11602.2,3315.932073,38388857.21,55330
1.59735E+12,2020-08-13 21:00:00+00:00,BTCUSDT,11599.83,11721.28,11562,11685.4,5770.583898,67355321.49,88993
1.59736E+12,2020-08-13 22:00:00+00:00,BTCUSDT,11685.64,11792.96,11685.35,11717.7,4892.522909,57470626.1,80198
1.59736E+12,2020-08-13 23:00:00+00:00,BTCUSDT,11717.7,11780,11717.7,11780,2403.971433,28256662.14,44182
1.59736E+12,2020-08-14 00:00:00+00:00,BTCUSDT,11779.77,11828,11700,11753.57,3747.833824,44147612.97,66840
1.59737E+12,2020-08-14 01:00:00+00:00,BTCUSDT,11753.57,11796.32,11708.56,11781.2,2208.152448,25956410.02,40336
1.59737E+12,2020-08-14 02:00:00+00:00,BTCUSDT,11781.19,11800.43,11719.36,11727.08,2017.000223,23705964.94,36461
1.59737E+12,2020-08-14 03:00:00+00:00,BTCUSDT,11727.08,11748.68,11653,11723.23,2427.133199,28438333.18,38841
1.59738E+12,2020-08-14 04:00:00+00:00,BTCUSDT,11723.24,11759,11694.89,11714.73,1767.185009,20728407.99,31185
1.59738E+12,2020-08-14 05:00:00+00:00,BTCUSDT,11714.72,11740.88,11681.36,11718.29,2361.276354,27642696.65,36904
1.59738E+12,2020-08-14 06:00:00+00:00,BTCUSDT,11718.29,11719.39,11668.96,11668.96,2080.432685,24317582.93,35445
1.59739E+12,2020-08-14 07:00:00+00:00,BTCUSDT,11668.97,11705.34,11634.03,11696.98,3113.244778,36348201.52,48483
1.59739E+12,2020-08-14 08:00:00+00:00,BTCUSDT,11697.36,11736.79,11663,11681.37,2687.105201,31441870.8,41899
1.5974E+12,2020-08-14 09:00:00+00:00,BTCUSDT,11681.37,11706.92,11662,11698.38,2537.995016,29659039.42,44423
1.5974E+12,2020-08-14 10:00:00+00:00,BTCUSDT,11698.37,11758.37,11692.27,11720.72,2279.505576,26727549.01,40690
1.5974E+12,2020-08-14 11:00:00+00:00,BTCUSDT,11720.51,11774.99,11696.16,11760.81,2399.516804,28153089.36,43038
1.59741E+12,2020-08-14 12:00:00+00:00,BTCUSDT,11760.81,11762.32,11713.11,11739,2220.748871,26060125.67,40632
1.59741E+12,2020-08-14 13:00:00+00:00,BTCUSDT,11739,11739.47,11666.13,11714.02,3061.475163,35801032.7,55362
1.59741E+12,2020-08-14 14:00:00+00:00,BTCUSDT,11714.01,11714.01,11635.02,11706.71,2649.706512,30965363.45,43025
1.59742E+12,2020-08-14 15:00:00+00:00,BTCUSDT,11706.73,11748.78,11652.27,11740.35,3015.378054,35280004.71,46448
1.59742E+12,2020-08-14 16:00:00+00:00,BTCUSDT,11740.35,11850,11706.43,11809.85,5536.041226,65335221.33,74178
1.59742E+12,2020-08-14 17:00:00+00:00,BTCUSDT,11809.36,11842,11773.14,11787.66,2838.337313,33512270.42,45057
1.59743E+12,2020-08-14 18:00:00+00:00,BTCUSDT,11787.65,11833.34,11778.86,11823.24,2323.336557,27446101.75,42012
1.59743E+12,2020-08-14 19:00:00+00:00,BTCUSDT,11823.24,11825.09,11766.66,11801.94,2019.252988,23836092.04,33424
1.59744E+12,2020-08-14 20:00:00+00:00,BTCUSDT,11801.94,11825.36,11736.16,11762.04,1941.44945,22869349.57,34320
1.59744E+12,2020-08-14 21:00:00+00:00,BTCUSDT,11762.04,11780.27,11701,11761.8,1658.380531,19471891.5,35334
1.59744E+12,2020-08-14 22:00:00+00:00,BTCUSDT,11761.8,11798.05,11720,11776.72,1686.854489,19830536.84,30731
1.59745E+12,2020-08-14 23:00:00+00:00,BTCUSDT,11776.72,11785.45,11735.51,11760.54,1241.510426,14598471.92,26678
1.59745E+12,2020-08-15 00:00:00+00:00,BTCUSDT,11760.55,11980,11759.69,11916.96,5531.614006,65833318.24,77191
1.59745E+12,2020-08-15 01:00:00+00:00,BTCUSDT,11917.25,11947.42,11861.13,11921.77,2307.608223,27475441.67,42916
1.59746E+12,2020-08-15 02:00:00+00:00,BTCUSDT,11921.76,11939,11875.6,11889,1652.851037,19682858.07,33158
1.59746E+12,2020-08-15 03:00:00+00:00,BTCUSDT,11888.99,11907.41,11852,11888.67,1443.35753,17152522.8,27922
1.59746E+12,2020-08-15 04:00:00+00:00,BTCUSDT,11888.67,11898.78,11811,11863.65,2434.906548,28865578.81,50571
1.59747E+12,2020-08-15 05:00:00+00:00,BTCUSDT,11863.66,11892.18,11835.52,11890.5,1714.236311,20330780.79,32076
1.59747E+12,2020-08-15 06:00:00+00:00,BTCUSDT,11890.5,11922,11873.9,11883.93,1890.562969,22496242.93,32439
1.59747E+12,2020-08-15 07:00:00+00:00,BTCUSDT,11883.94,11903.59,11845.42,11891.32,2102.539763,24967002.35,39659
1.59748E+12,2020-08-15 08:00:00+00:00,BTCUSDT,11891.32,11934.55,11815.82,11865.05,2711.742788,32218584.32,49298
1.59748E+12,2020-08-15 09:00:00+00:00,BTCUSDT,11865.05,11915.85,11850,11896.07,2228.634308,26476010.38,37119
1.59749E+12,2020-08-15 10:00:00+00:00,BTCUSDT,11896.36,11919.98,11853.26,11866.25,1848.833899,21982144.7,36100
1.59749E+12,2020-08-15 11:00:00+00:00,BTCUSDT,11865.96,11899.92,11838.1,11843.02,2025.472356,24046888.38,32660
1.59749E+12,2020-08-15 12:00:00+00:00,BTCUSDT,11843.03,11869,11680,11749.33,4641.735722,54715786.49,76722
1.5975E+12,2020-08-15 13:00:00+00:00,BTCUSDT,11749.33,11821.6,11724.63,11793.02,2507.961516,29546170.53,52932
1.5975E+12,2020-08-15 14:00:00+00:00,BTCUSDT,11793.02,11836.2,11768.57,11805.69,2088.496267,24663755.38,40965
1.5975E+12,2020-08-15 15:00:00+00:00,BTCUSDT,11805.68,11895.97,11789.3,11851.99,2222.249514,26325586.75,48237
1.59751E+12,2020-08-15 16:00:00+00:00,BTCUSDT,11851.98,11901.42,11810.5,11854.04,2122.310375,25176093.34,38225
1.59751E+12,2020-08-15 17:00:00+00:00,BTCUSDT,11854.04,11887.26,11850.87,11857.03,1366.139701,16214792.87,30228
1.59751E+12,2020-08-15 18:00:00+00:00,BTCUSDT,11856.94,11890,11851.94,11879.26,1146.238479,13606657.19,23699
1.59752E+12,2020-08-15 19:00:00+00:00,BTCUSDT,11879.27,11888.98,11831.65,11837.11,1517.654214,17996347.91,27182
1.59752E+12,2020-08-15 20:00:00+00:00,BTCUSDT,11837.1,11873.39,11830.87,11860.98,1396.331256,16554857.87,28533
1.59753E+12,2020-08-15 21:00:00+00:00,BTCUSDT,11860.92,11977,11745,11894.61,4566.090949,54400692.35,80232
1.59753E+12,2020-08-15 22:00:00+00:00,BTCUSDT,11893.76,11972,11836.54,11858.77,3015.859743,35923555.2,49860
1.59753E+12,2020-08-15 23:00:00+00:00,BTCUSDT,11858.77,11883.33,11805.23,11852.4,1754.477576,20795154.74,31032
1.59754E+12,2020-08-16 00:00:00+00:00,BTCUSDT,11852.4,11869.8,11787.38,11811.51,1576.839712,18649918.86,31640
1.59754E+12,2020-08-16 01:00:00+00:00,BTCUSDT,11811.51,11893.17,11768.78,11890.57,1806.824777,21412204.42,34727
1.59754E+12,2020-08-16 02:00:00+00:00,BTCUSDT,11890.65,11890.67,11837.51,11869.08,1156.645371,13723598.52,25143
1.59755E+12,2020-08-16 03:00:00+00:00,BTCUSDT,11869.08,11930,11867.2,11928.99,1737.799851,20682491.31,30303
1.59755E+12,2020-08-16 04:00:00+00:00,BTCUSDT,11928.99,11931.72,11872.73,11893.37,1675.490408,19946627.18,28018
1.59755E+12,2020-08-16 05:00:00+00:00,BTCUSDT,11893.82,11927.81,11881.81,11900.04,1273.023778,15147508.84,24604
1.59756E+12,2020-08-16 06:00:00+00:00,BTCUSDT,11900.04,11914.33,11862.5,11887.77,1341.208261,15945033.23,25762
1.59756E+12,2020-08-16 07:00:00+00:00,BTCUSDT,11887.78,11897.8,11853.09,11858.89,1443.035379,17135709.41,28034
1.59756E+12,2020-08-16 08:00:00+00:00,BTCUSDT,11858.89,11874.4,11809,11843.73,1808.279884,21426056.44,33377
1.59757E+12,2020-08-16 09:00:00+00:00,BTCUSDT,11843.74,11884.72,11811.88,11875.41,1517.80974,18002975.31,24945
1.59757E+12,2020-08-16 10:00:00+00:00,BTCUSDT,11875.41,11885.44,11755,11789.83,2807.470092,33167208.96,46291
1.59758E+12,2020-08-16 11:00:00+00:00,BTCUSDT,11789.83,11799.99,11723.19,11750.65,2501.546513,29427440.79,46364
1.59758E+12,2020-08-16 12:00:00+00:00,BTCUSDT,11750.65,11793,11686,11770.71,3673.287417,43113380.52,61845
1.59758E+12,2020-08-16 13:00:00+00:00,BTCUSDT,11771.05,11823,11756.73,11818.37,1712.708792,20203926.86,37083
1.59759E+12,2020-08-16 14:00:00+00:00,BTCUSDT,11818.37,11844,11785.3,11808.24,1614.310853,19072012.35,36089
1.59759E+12,2020-08-16 15:00:00+00:00,BTCUSDT,11808.24,11877.05,11794.43,11859.91,2062.088103,24407922.78,41250
1.59759E+12,2020-08-16 16:00:00+00:00,BTCUSDT,11859.91,11898.88,11851,11864.74,2173.381985,25801272.45,41539
1.5976E+12,2020-08-16 17:00:00+00:00,BTCUSDT,11864.68,11874.6,11825.74,11833.24,1305.054985,15459584.99,24986
1.5976E+12,2020-08-16 18:00:00+00:00,BTCUSDT,11833.24,11842.37,11801.31,11832,1059.781598,12530813.31,21516
1.5976E+12,2020-08-16 19:00:00+00:00,BTCUSDT,11832,11859.27,11812.01,11818.3,1137.706193,13467020.64,26132
1.59761E+12,2020-08-16 20:00:00+00:00,BTCUSDT,11818.11,11863.56,11790.03,11842.87,1352.955386,15998504.14,31658
1.59761E+12,2020-08-16 21:00:00+00:00,BTCUSDT,11842.86,11890,11836.62,11854.75,1563.80375,18554953.61,31089
1.59762E+12,2020-08-16 22:00:00+00:00,BTCUSDT,11854.74,11908.69,11830.35,11907.15,1627.71955,19332392.5,29719
1.59762E+12,2020-08-16 23:00:00+00:00,BTCUSDT,11907.16,11916.16,11866.14,11911,1439.464528,17122967.22,28126
1.59762E+12,2020-08-17 00:00:00+00:00,BTCUSDT,11910.99,11933.15,11801,11845.31,2488.440228,29511964.78,42463
1.59763E+12,2020-08-17 01:00:00+00:00,BTCUSDT,11845.31,11849.6,11781.25,11843.63,1307.139321,15445909.47,30209
1.59763E+12,2020-08-17 02:00:00+00:00,BTCUSDT,11843.68,11868,11769.78,11860.27,1539.784049,18199765.37,27728
1.59763E+12,2020-08-17 03:00:00+00:00,BTCUSDT,11860.26,11872.82,11837.48,11844.71,1295.923737,15366390.54,25574
1.59764E+12,2020-08-17 04:00:00+00:00,BTCUSDT,11844.72,11858.91,11802.35,11809.38,1454.171816,17196538.93,28800
1.59764E+12,2020-08-17 05:00:00+00:00,BTCUSDT,11809.39,11836.9,11790,11800.01,1688.936106,19958274.21,28571
1.59764E+12,2020-08-17 06:00:00+00:00,BTCUSDT,11800,11846.74,11785.23,11806.37,1635.289058,19327914.74,29762
1.59765E+12,2020-08-17 07:00:00+00:00,BTCUSDT,11806.37,11843.01,11792.32,11807.21,1920.515487,22698672.36,33111
1.59765E+12,2020-08-17 08:00:00+00:00,BTCUSDT,11806.94,11885,11806.91,11868.77,2363.726445,28031115.6,37458
1.59765E+12,2020-08-17 09:00:00+00:00,BTCUSDT,11868.97,11890,11850,11856.31,2230.740279,26468698.84,34240
1.59766E+12,2020-08-17 10:00:00+00:00,BTCUSDT,11856.31,11899,11850,11860.84,2121.748005,25193621.65,34399
1.59766E+12,2020-08-17 11:00:00+00:00,BTCUSDT,11860.83,11920,11856.64,11908.65,2543.283358,30236869.13,35726
1.59767E+12,2020-08-17 12:00:00+00:00,BTCUSDT,11908.67,11918,11859.92,11880.9,2976.841019,35403313.45,43109
1.59767E+12,2020-08-17 13:00:00+00:00,BTCUSDT,11880.9,12197.99,11780,12119.5,13856.82004,166587525.3,170695
1.59767E+12,2020-08-17 14:00:00+00:00,BTCUSDT,12119.5,12193.55,12091.08,12165.1,7423.036324,90223616.11,103530
1.59768E+12,2020-08-17 15:00:00+00:00,BTCUSDT,12165.1,12455,12129.87,12421.55,10686.29909,131395608.5,118056
1.59768E+12,2020-08-17 16:00:00+00:00,BTCUSDT,12421.84,12468,12286,12363.36,6854.398796,84736081.96,89442
1.59768E+12,2020-08-17 17:00:00+00:00,BTCUSDT,12363.36,12410,12315,12365.06,3752.894561,46439767.89,56286
1.59769E+12,2020-08-17 18:00:00+00:00,BTCUSDT,12365.42,12386.85,12263.04,12306.64,3357.99092,41430801.46,42007
1.59769E+12,2020-08-17 19:00:00+00:00,BTCUSDT,12306.64,12341,12262.78,12328.53,2474.262349,30453379.69,37633
1.59769E+12,2020-08-17 20:00:00+00:00,BTCUSDT,12328.53,12359.98,12282.76,12313.63,2221.850947,27375955.54,31726
1.5977E+12,2020-08-17 21:00:00+00:00,BTCUSDT,12314.03,12345.22,12277.88,12315.6,1607.775024,19792130.17,33036
1.5977E+12,2020-08-17 22:00:00+00:00,BTCUSDT,12315.55,12381.96,12313.61,12371.51,2237.644804,27632553.65,32859
1.59771E+12,2020-08-17 23:00:00+00:00,BTCUSDT,12371.53,12406.86,12210,12281.13,4694.699774,57776983.54,63808
1.59771E+12,2020-08-18 00:00:00+00:00,BTCUSDT,12281.15,12344.96,12277.25,12337.11,2124.672972,26171477.62,42731
1.59771E+12,2020-08-18 01:00:00+00:00,BTCUSDT,12336.98,12387.77,12305.45,12327.33,2611.151761,32229441.49,45180
1.59772E+12,2020-08-18 02:00:00+00:00,BTCUSDT,12327.33,12355,12293.05,12354.35,2184.339386,26941855.74,40257
1.59772E+12,2020-08-18 03:00:00+00:00,BTCUSDT,12354.36,12360.56,12269.73,12299.43,2422.144092,29814588.82,43772
1.59772E+12,2020-08-18 04:00:00+00:00,BTCUSDT,12299.43,12310,12219.36,12246.15,2768.899385,33972077.11,45060
1.59773E+12,2020-08-18 05:00:00+00:00,BTCUSDT,12246.27,12274.98,12200,12224.22,2756.335277,33755601.91,46228
1.59773E+12,2020-08-18 06:00:00+00:00,BTCUSDT,12224.97,12264.9,12192,12255.77,2857.624364,34946280.09,40687
1.59773E+12,2020-08-18 07:00:00+00:00,BTCUSDT,12255.76,12267.28,12219.98,12260.77,1983.029801,24284409.16,31319
1.59774E+12,2020-08-18 08:00:00+00:00,BTCUSDT,12260.91,12282.27,12243.45,12248.34,2180.875505,26743911.2,35809
1.59774E+12,2020-08-18 09:00:00+00:00,BTCUSDT,12248.26,12257.43,12211.34,12217.75,2124.654484,25997199.51,37226
1.59774E+12,2020-08-18 10:00:00+00:00,BTCUSDT,12217.98,12296.69,12180,12275.55,3484.769989,42663789.25,50639
1.59775E+12,2020-08-18 11:00:00+00:00,BTCUSDT,12275.66,12278.75,12157.24,12170.43,2855.678359,34903692.65,49036
1.59775E+12,2020-08-18 12:00:00+00:00,BTCUSDT,12165.76,12247.8,12158.04,12247.62,3324.248493,40592171.59,50343
1.59776E+12,2020-08-18 13:00:00+00:00,BTCUSDT,12247.62,12259.99,12013.36,12154.54,5263.402367,64011263.54,75918
1.59776E+12,2020-08-18 14:00:00+00:00,BTCUSDT,12154.71,12188.72,11817.93,11941.36,12502.39485,149750426,152597
1.59776E+12,2020-08-18 15:00:00+00:00,BTCUSDT,11941.37,12032.49,11904,11934.41,4758.451511,56987514,74058
1.59777E+12,2020-08-18 16:00:00+00:00,BTCUSDT,11934.41,12015.25,11850.02,11982.97,3930.363186,46959811.76,62397
1.59777E+12,2020-08-18 17:00:00+00:00,BTCUSDT,11982.98,12040,11963.59,11983.21,2610.821269,31335734.15,44820
1.59777E+12,2020-08-18 18:00:00+00:00,BTCUSDT,11983.22,12010.95,11948.4,11978.18,2344.247875,28093864.05,35820
1.59778E+12,2020-08-18 19:00:00+00:00,BTCUSDT,11978.19,12029,11964.63,11982,1993.814009,23921026.42,31446
1.59778E+12,2020-08-18 20:00:00+00:00,BTCUSDT,11981.99,12037.86,11978.07,12022.99,2092.067774,25131557.58,33512
1.59778E+12,2020-08-18 21:00:00+00:00,BTCUSDT,12022.99,12087,12017.23,12060.81,2153.950463,25968663.98,36874
1.59779E+12,2020-08-18 22:00:00+00:00,BTCUSDT,12060.81,12084.03,12027.15,12047.15,1719.402949,20718509.19,30881
1.59779E+12,2020-08-18 23:00:00+00:00,BTCUSDT,12047.16,12047.16,11942.8,11945.01,2876.49541,34507440.32,52780
1.5978E+12,2020-08-19 00:00:00+00:00,BTCUSDT,11945.1,12000,11915,11985.88,1846.07903,22091613.31,36109
1.5978E+12,2020-08-19 01:00:00+00:00,BTCUSDT,11985.79,12020.08,11953.56,11968.39,1382.495228,16576062.29,28741
1.5978E+12,2020-08-19 02:00:00+00:00,BTCUSDT,11968.39,11971.94,11890,11912.08,2523.071064,30075794.18,42852
1.59781E+12,2020-08-19 03:00:00+00:00,BTCUSDT,11912.08,11939.72,11822,11837.11,3250.489317,38626070.83,59127
1.59781E+12,2020-08-19 04:00:00+00:00,BTCUSDT,11837.11,11874.24,11650,11754.29,8233.579447,96735708.99,118097
1.59781E+12,2020-08-19 05:00:00+00:00,BTCUSDT,11754.17,11793.76,11688.96,11711.35,3552.437825,41704322.68,67967
1.59782E+12,2020-08-19 06:00:00+00:00,BTCUSDT,11711.35,11751.38,11612.71,11732.36,4122.466448,48167455.06,73705
1.59782E+12,2020-08-19 07:00:00+00:00,BTCUSDT,11732.35,11826.51,11720,11823.34,3259.010133,38381036.5,56707
1.59782E+12,2020-08-19 08:00:00+00:00,BTCUSDT,11823.34,11837,11770,11788.05,3059.645074,36128958.05,48741
1.59783E+12,2020-08-19 09:00:00+00:00,BTCUSDT,11788.34,11849.9,11784.4,11792.38,3336.900738,39416973.83,42604
1.59783E+12,2020-08-19 10:00:00+00:00,BTCUSDT,11792.28,11801.53,11733.01,11799.7,2736.499479,32197515.29,43173
1.59783E+12,2020-08-19 11:00:00+00:00,BTCUSDT,11799.71,11865,11781.56,11842.48,2898.006081,34284075.3,40316
1.59784E+12,2020-08-19 12:00:00+00:00,BTCUSDT,11842.15,11859.53,11795.77,11855.51,2229.026328,26378464.24,34914
1.59784E+12,2020-08-19 13:00:00+00:00,BTCUSDT,11855.57,11914.67,11806.22,11863.73,3273.795448,38816308.3,51216
1.59785E+12,2020-08-19 14:00:00+00:00,BTCUSDT,11863.73,11876.23,11728.24,11750.62,3139.091865,37128639.09,51988
1.59785E+12,2020-08-19 15:00:00+00:00,BTCUSDT,11750.62,11772,11700,11726.5,3052.280191,35811481.53,53226
1.59785E+12,2020-08-19 16:00:00+00:00,BTCUSDT,11726.38,11800,11651.42,11754.2,3757.11365,44019249.42,64395
1.59786E+12,2020-08-19 17:00:00+00:00,BTCUSDT,11754.2,11780,11715.01,11779.34,2106.580765,24749167.4,37786
1.59786E+12,2020-08-19 18:00:00+00:00,BTCUSDT,11779.34,11780.22,11652.73,11738.48,3367.985303,39427620.74,52377
1.59786E+12,2020-08-19 19:00:00+00:00,BTCUSDT,11738.12,11746.78,11639.81,11649.84,2967.76416,34700712.57,62384
1.59787E+12,2020-08-19 20:00:00+00:00,BTCUSDT,11649.79,11720.15,11561,11715.12,4325.114505,50409479.08,74491
1.59787E+12,2020-08-19 21:00:00+00:00,BTCUSDT,11715.36,11763.13,11691.84,11706.15,2171.665587,25473579.91,46138
1.59787E+12,2020-08-19 22:00:00+00:00,BTCUSDT,11706.25,11773.57,11684.25,11737.88,1772.263475,20814339.38,38310
1.59788E+12,2020-08-19 23:00:00+00:00,BTCUSDT,11737.87,11758,11702.24,11754.59,1576.808465,18498173.57,32696
1.59788E+12,2020-08-20 00:00:00+00:00,BTCUSDT,11754.38,11825.78,11746.55,11786.3,2150.864945,25370204.53,40115
1.59789E+12,2020-08-20 01:00:00+00:00,BTCUSDT,11786.31,11811.32,11750,11756.57,1345.185688,15845640.04,25513
1.59789E+12,2020-08-20 02:00:00+00:00,BTCUSDT,11756.56,11769.87,11694.49,11739.32,1936.315261,22729850,31307
1.59789E+12,2020-08-20 03:00:00+00:00,BTCUSDT,11739.33,11753.52,11690.75,11699.79,1611.310188,18889072.17,26853
1.5979E+12,2020-08-20 04:00:00+00:00,BTCUSDT,11699.79,11739.56,11679.01,11715.43,1248.168008,14622416.26,28223
1.5979E+12,2020-08-20 05:00:00+00:00,BTCUSDT,11715.43,11719.26,11680.58,11695.96,1310.878208,15338790.05,24821
1.5979E+12,2020-08-20 06:00:00+00:00,BTCUSDT,11695.95,11792.62,11668,11762.92,2345.698947,27556345.75,41361
1.59791E+12,2020-08-20 07:00:00+00:00,BTCUSDT,11762.93,11770.4,11700,11703.88,1538.76398,18055390.61,29630
1.59791E+12,2020-08-20 08:00:00+00:00,BTCUSDT,11703.88,11777,11685,11760.01,2260.18131,26512700.25,35088
1.59791E+12,2020-08-20 09:00:00+00:00,BTCUSDT,11760.01,11803,11738.42,11780.49,1775.092712,20892312.33,31632
1.59792E+12,2020-08-20 10:00:00+00:00,BTCUSDT,11780.24,11802.54,11748.15,11777.49,1854.808656,21831365.29,31436
1.59792E+12,2020-08-20 11:00:00+00:00,BTCUSDT,11777.48,11817.13,11736.68,11817.13,2042.629734,24040373.03,35057
1.59792E+12,2020-08-20 12:00:00+00:00,BTCUSDT,11817.14,11844.88,11776.64,11783.26,2405.740141,28397589.35,38295
1.59793E+12,2020-08-20 13:00:00+00:00,BTCUSDT,11783.27,11827.6,11738.81,11816.55,2576.71148,30368028.13,39914
1.59793E+12,2020-08-20 14:00:00+00:00,BTCUSDT,11816.38,11888,11790.03,11840.16,2384.033213,28193263.38,39109
1.59794E+12,2020-08-20 15:00:00+00:00,BTCUSDT,11842.04,11860.55,11812,11854.35,2568.553343,30412788.69,38669
1.59794E+12,2020-08-20 16:00:00+00:00,BTCUSDT,11854.34,11880.01,11822,11840.99,2701.22782,32009887.38,45367
1.59794E+12,2020-08-20 17:00:00+00:00,BTCUSDT,11840.99,11854.94,11814.57,11816.49,2105.60393,24913872.37,34529
1.59795E+12,2020-08-20 18:00:00+00:00,BTCUSDT,11816.49,11868.95,11814.34,11859.68,2130.177372,25236605.66,37837
1.59795E+12,2020-08-20 19:00:00+00:00,BTCUSDT,11859.69,11873.15,11838.33,11843.09,1749.971184,20750269.64,29875
1.59795E+12,2020-08-20 20:00:00+00:00,BTCUSDT,11843.09,11880,11840.89,11853.06,1770.422274,21005381.56,31530
1.59796E+12,2020-08-20 21:00:00+00:00,BTCUSDT,11853.07,11880,11815,11826.39,1494.32524,17713638.18,29317
1.59796E+12,2020-08-20 22:00:00+00:00,BTCUSDT,11826.34,11838.03,11804.67,11822.36,1412.666822,16699906.87,26603
1.59796E+12,2020-08-20 23:00:00+00:00,BTCUSDT,11822.36,11871.47,11818.63,11853.55,1365.923895,16190333.51,25946
1.59797E+12,2020-08-21 00:00:00+00:00,BTCUSDT,11853.54,11878,11823.45,11830.01,2226.935367,26388378.36,41616
1.59797E+12,2020-08-21 01:00:00+00:00,BTCUSDT,11830,11837.57,11788.96,11807.5,1846.951661,21819038.27,34449
1.59798E+12,2020-08-21 02:00:00+00:00,BTCUSDT,11807.51,11829.99,11792.16,11795.11,2131.75929,25183633.31,46228
1.59798E+12,2020-08-21 03:00:00+00:00,BTCUSDT,11795.2,11872.63,11778.44,11866.58,3211.837076,37965048.11,64715
1.59798E+12,2020-08-21 04:00:00+00:00,BTCUSDT,11866.58,11870,11835.7,11869.99,1875.147546,22226492.82,40603
