Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1.6E+12,2020-08-15 03:00:00+00:00,ETHUSDT,439.47,440.63,437.8,439.12,18240.67527,8009029.453,10114
1.6E+12,2020-08-15 04:00:00+00:00,ETHUSDT,439.13,440.26,436.32,438.28,27876.32078,12212784.03,12567
1.6E+12,2020-08-15 05:00:00+00:00,ETHUSDT,438.28,439.07,435.5,439.05,19688.90704,8610282.599,10123
1.6E+12,2020-08-15 06:00:00+00:00,ETHUSDT,439.05,440,438.21,438.29,15823.2746,6946132.64,8750
1.6E+12,2020-08-15 07:00:00+00:00,ETHUSDT,438.29,438.64,436.28,437.02,22624.71068,9888888.997,11440
1.6E+12,2020-08-15 08:00:00+00:00,ETHUSDT,437.07,438.65,427.02,433.45,61120.2635,26459431.84,28030
1.6E+12,2020-08-15 09:00:00+00:00,ETHUSDT,433.4,437.75,433.1,436.1,29411.96455,12807630.36,16152
1.6E+12,2020-08-15 10:00:00+00:00,ETHUSDT,436.16,438.27,433.93,434.99,23630.09225,10318522,13012
1.6E+12,2020-08-15 11:00:00+00:00,ETHUSDT,435.06,436.95,433.75,434.13,21144.29292,9208144.638,11902
1.6E+12,2020-08-15 12:00:00+00:00,ETHUSDT,434.13,436.8,428.8,430.68,59601.81663,25824670.21,28516
1.6E+12,2020-08-15 13:00:00+00:00,ETHUSDT,430.7,434,430.07,431.91,30369.52629,13129910.02,15645
1.6E+12,2020-08-15 14:00:00+00:00,ETHUSDT,431.92,434.12,428.37,432.55,31853.4182,13742856.21,15820
1.6E+12,2020-08-15 15:00:00+00:00,ETHUSDT,432.56,438,431.4,435.59,43402.99927,18896183.56,20574
1.6E+12,2020-08-15 16:00:00+00:00,ETHUSDT,435.59,439.1,432.9,434.96,37830.8077,16501953.6,19251
1.6E+12,2020-08-15 17:00:00+00:00,ETHUSDT,434.96,437,434.42,434.96,15909.79307,6931663.494,9789
1.6E+12,2020-08-15 18:00:00+00:00,ETHUSDT,434.92,436.02,433.5,435.78,17040.48807,7409276.572,8333
1.6E+12,2020-08-15 19:00:00+00:00,ETHUSDT,435.75,436.23,431.87,431.9,18354.4879,7964269.758,10275
1.6E+12,2020-08-15 20:00:00+00:00,ETHUSDT,431.92,434.58,431.3,432.09,19719.62804,8539488.383,11003
1.6E+12,2020-08-15 21:00:00+00:00,ETHUSDT,432.04,433.69,428.56,432.8,34406.24839,14843394.43,17544
1.6E+12,2020-08-15 22:00:00+00:00,ETHUSDT,432.88,435.66,431.04,431.7,27515.29622,11927358.06,14295
1.6E+12,2020-08-15 23:00:00+00:00,ETHUSDT,431.7,433.19,429.07,432.32,17135.94139,7396526.157,9043
1.6E+12,2020-08-16 00:00:00+00:00,ETHUSDT,432.3,433.3,426.7,426.95,26697.35841,11478189.37,14587
1.6E+12,2020-08-16 01:00:00+00:00,ETHUSDT,426.95,430,421.48,429.97,47607.24601,20311872.07,24431
1.6E+12,2020-08-16 02:00:00+00:00,ETHUSDT,429.98,430,426,426.44,24529.0694,10489912.51,12237
1.6E+12,2020-08-16 03:00:00+00:00,ETHUSDT,426.49,429.15,426.04,426.75,16817.18764,7195988.476,9613
1.6E+12,2020-08-16 04:00:00+00:00,ETHUSDT,426.75,429.14,425.66,428.07,17194.63571,7349301.031,8826
1.6E+12,2020-08-16 05:00:00+00:00,ETHUSDT,428.07,429.65,427.53,428.8,12941.27512,5546563.304,7304
1.6E+12,2020-08-16 06:00:00+00:00,ETHUSDT,428.75,429.28,426.2,428.36,14448.87162,6182914.375,8220
1.6E+12,2020-08-16 07:00:00+00:00,ETHUSDT,428.36,428.89,426.13,426.65,17688.73131,7562042.948,9909
1.6E+12,2020-08-16 08:00:00+00:00,ETHUSDT,426.64,428.16,424.6,426.63,23096.62028,9850689.256,11546
1.6E+12,2020-08-16 09:00:00+00:00,ETHUSDT,426.64,427.89,424.06,427.16,20383.90335,8693330.494,11636
1.6E+12,2020-08-16 10:00:00+00:00,ETHUSDT,427.12,427.58,421.83,423.39,35120.33461,14893005.45,17241
1.6E+12,2020-08-16 11:00:00+00:00,ETHUSDT,423.41,423.58,416.25,417.86,66258.19638,27824320.63,30728
1.6E+12,2020-08-16 12:00:00+00:00,ETHUSDT,417.84,420.38,412.47,419.69,86680.18987,36088135.38,39709
1.6E+12,2020-08-16 13:00:00+00:00,ETHUSDT,419.73,423.57,418,422.87,32083.27989,13525059.16,16669
1.6E+12,2020-08-16 14:00:00+00:00,ETHUSDT,422.81,424.81,421.89,423.69,26649.31296,11283634.36,14517
1.6E+12,2020-08-16 15:00:00+00:00,ETHUSDT,423.74,432.04,422.44,430.34,40149.18695,17151302.98,20417
1.6E+12,2020-08-16 16:00:00+00:00,ETHUSDT,430.33,436.99,430.31,434.42,68257.96428,29643638.5,30150
1.6E+12,2020-08-16 17:00:00+00:00,ETHUSDT,434.41,435.82,428.7,430.51,27515.86858,11872618.75,16455
1.6E+12,2020-08-16 18:00:00+00:00,ETHUSDT,430.51,431.98,429.11,430.5,12430.59773,5350812.635,8638
1.6E+12,2020-08-16 19:00:00+00:00,ETHUSDT,430.52,431.51,428.64,429.27,16274.54826,6996240.873,10315
1.6E+12,2020-08-16 20:00:00+00:00,ETHUSDT,429.26,431.14,426.52,430.35,23286.83915,9990146.647,13031
1.6E+12,2020-08-16 21:00:00+00:00,ETHUSDT,430.37,433.5,429.53,431.37,23684.12081,10223234.14,13546
1.6E+12,2020-08-16 22:00:00+00:00,ETHUSDT,431.4,434,429.67,433.28,18467.63995,7974110.897,10755
1.6E+12,2020-08-16 23:00:00+00:00,ETHUSDT,433.27,434.74,430.58,433.62,18403.27431,7968821.594,11327
1.6E+12,2020-08-17 00:00:00+00:00,ETHUSDT,433.61,435,429.11,430.52,25032.99361,10809231.08,14391
1.6E+12,2020-08-17 01:00:00+00:00,ETHUSDT,430.5,430.5,424.7,427.82,37433.85658,15979059.6,17026
1.6E+12,2020-08-17 02:00:00+00:00,ETHUSDT,427.81,428.56,421.56,426.17,36189.77779,15361769.01,18762
1.6E+12,2020-08-17 03:00:00+00:00,ETHUSDT,426.16,427.47,423.03,425.66,22278.10091,9474931.902,12847
1.6E+12,2020-08-17 04:00:00+00:00,ETHUSDT,425.7,425.81,422.1,422.52,25595.0656,10846385.95,12955
1.6E+12,2020-08-17 05:00:00+00:00,ETHUSDT,422.54,426,421.13,421.9,19439.29176,8233184.384,11855
1.6E+12,2020-08-17 06:00:00+00:00,ETHUSDT,421.9,426.35,420.37,424.05,23120.08064,9798481.835,13179
1.6E+12,2020-08-17 07:00:00+00:00,ETHUSDT,424.01,425.81,422.1,423.6,17778.40175,7541731.588,10971
1.6E+12,2020-08-17 08:00:00+00:00,ETHUSDT,423.6,429.96,423.26,428.71,35014.72378,14947037.35,18183
1.6E+12,2020-08-17 09:00:00+00:00,ETHUSDT,428.71,429.78,425.65,425.93,22547.63174,9642334.124,12625
1.6E+12,2020-08-17 10:00:00+00:00,ETHUSDT,425.94,428.84,424.74,425.85,26084.51415,11133806.53,14624
1.6E+12,2020-08-17 11:00:00+00:00,ETHUSDT,425.85,428.81,425.43,428.14,27063.63481,11552832.8,15061
1.6E+12,2020-08-17 12:00:00+00:00,ETHUSDT,428.15,430.86,424.6,426.21,38718.9684,16574532.26,20481
1.6E+12,2020-08-17 13:00:00+00:00,ETHUSDT,426.2,431.94,422.35,429.81,82206.8495,35192259.85,40326
1.6E+12,2020-08-17 14:00:00+00:00,ETHUSDT,429.81,432.09,427,431.48,48506.04338,20853795.24,23893
1.6E+12,2020-08-17 15:00:00+00:00,ETHUSDT,431.37,440.88,428.91,440.87,95275.21049,41490462.67,41897
1.6E+12,2020-08-17 16:00:00+00:00,ETHUSDT,440.87,446,437.5,439.03,105423.8911,46518541.35,44813
1.6E+12,2020-08-17 17:00:00+00:00,ETHUSDT,439.03,442.2,438.72,440.94,30419.61812,13395669.73,16842
1.6E+12,2020-08-17 18:00:00+00:00,ETHUSDT,440.95,442.07,435,436.08,26442.96617,11600583.08,14716
1.6E+12,2020-08-17 19:00:00+00:00,ETHUSDT,436.07,438.29,434.84,437.37,19257.11365,8411702.688,10640
1.6E+12,2020-08-17 20:00:00+00:00,ETHUSDT,437.39,439.35,436.4,437.72,16275.71727,7124792.162,8791
1.6E+12,2020-08-17 21:00:00+00:00,ETHUSDT,437.71,439.44,435.2,438.3,14854.83952,6491490.718,11867
1.6E+12,2020-08-17 22:00:00+00:00,ETHUSDT,438.31,439.85,436.6,437.61,19427.14815,8510466.218,11475
1.6E+12,2020-08-17 23:00:00+00:00,ETHUSDT,437.61,439.11,428,430.89,54484.21105,23553917.39,25340
1.6E+12,2020-08-18 00:00:00+00:00,ETHUSDT,430.89,433.81,430.02,432.94,28021.72794,12112961.29,16099
1.6E+12,2020-08-18 01:00:00+00:00,ETHUSDT,433,433.03,428.5,429.61,24252.41214,10448352.68,14199
1.6E+12,2020-08-18 02:00:00+00:00,ETHUSDT,429.61,432.62,427.74,432.45,21585.3112,9290364.113,12109
1.6E+12,2020-08-18 03:00:00+00:00,ETHUSDT,432.4,432.51,427.9,429.94,31290.46341,13447973.86,13763
1.6E+12,2020-08-18 04:00:00+00:00,ETHUSDT,429.93,430.25,426.59,428.32,26857.02639,11505905.05,13657
1.6E+12,2020-08-18 05:00:00+00:00,ETHUSDT,428.3,429.5,426.18,428.16,20355.22246,8714070.188,11501
1.6E+12,2020-08-18 06:00:00+00:00,ETHUSDT,428.12,430.58,426.39,430.26,23684.57084,10143225.15,12238
1.6E+12,2020-08-18 07:00:00+00:00,ETHUSDT,430.22,430.45,428.13,429.5,18205.60712,7817168.052,10173
1.6E+12,2020-08-18 08:00:00+00:00,ETHUSDT,429.5,431.19,429,430.63,25832.32199,11113453.94,13409
1.6E+12,2020-08-18 09:00:00+00:00,ETHUSDT,430.63,430.63,428.41,429.11,18753.72157,8053929.173,9951
1.6E+12,2020-08-18 10:00:00+00:00,ETHUSDT,429.08,431.92,428.32,430.96,22788.31888,9801558.547,11472
1.6E+12,2020-08-18 11:00:00+00:00,ETHUSDT,430.97,431.69,426.88,426.99,29257.13677,12573900.69,15402
1.6E+12,2020-08-18 12:00:00+00:00,ETHUSDT,427,430.14,426.81,429.41,31870.14152,13661230.91,15502
1.6E+12,2020-08-18 13:00:00+00:00,ETHUSDT,429.41,430.3,421.17,426.04,62393.25464,26571922.12,28340
1.6E+12,2020-08-18 14:00:00+00:00,ETHUSDT,426.09,427.07,415,422.32,120158.1546,50516002.83,53793
1.6E+12,2020-08-18 15:00:00+00:00,ETHUSDT,422.32,425.7,419.19,420.12,42805.71552,18095498.47,21074
1.6E+12,2020-08-18 16:00:00+00:00,ETHUSDT,420.13,424.85,416.83,423.54,51824.63547,21846841.08,23813
1.6E+12,2020-08-18 17:00:00+00:00,ETHUSDT,423.58,425.1,421.71,423.16,22755.56533,9636385.659,12704
1.6E+12,2020-08-18 18:00:00+00:00,ETHUSDT,423.15,425.05,422.26,423.1,15714.6662,6658101.609,9827
1.6E+12,2020-08-18 19:00:00+00:00,ETHUSDT,423.11,426.44,423.09,423.73,26043.20664,11072974.15,11450
1.6E+12,2020-08-18 20:00:00+00:00,ETHUSDT,423.73,429,423.73,427.26,23258.9377,9931272.729,12070
1.6E+12,2020-08-18 21:00:00+00:00,ETHUSDT,427.31,429.28,426.4,427.03,13423.09475,5740844.431,9149
1.6E+12,2020-08-18 22:00:00+00:00,ETHUSDT,427.02,428.13,424.28,425.26,19253.22281,8201625.184,10807
1.6E+12,2020-08-18 23:00:00+00:00,ETHUSDT,425.29,425.35,421.52,421.95,22870.13433,9679725.076,11572
1.6E+12,2020-08-19 00:00:00+00:00,ETHUSDT,421.92,424.58,420.1,424.41,27001.84151,11415546.85,12796
1.6E+12,2020-08-19 01:00:00+00:00,ETHUSDT,424.45,426.75,422.54,423.08,16327.90232,6934883.75,9263
1.6E+12,2020-08-19 02:00:00+00:00,ETHUSDT,423.09,423.88,419.26,420.49,24891.96449,10481721.44,11945
1.6E+12,2020-08-19 03:00:00+00:00,ETHUSDT,420.49,422.38,415.02,415.66,35317.22619,14772217.5,18611
1.6E+12,2020-08-19 04:00:00+00:00,ETHUSDT,415.66,417.01,406.18,412.24,107481.6865,44305957.1,44829
1.6E+12,2020-08-19 05:00:00+00:00,ETHUSDT,412.23,413.51,406.7,408.5,55915.27826,22911781.32,22651
1.6E+12,2020-08-19 06:00:00+00:00,ETHUSDT,408.5,409.86,402,408.49,77180.80116,31320728.32,32921
1.6E+12,2020-08-19 07:00:00+00:00,ETHUSDT,408.5,413.49,407.34,413.4,35266.21413,14486049.09,17320
1.6E+12,2020-08-19 08:00:00+00:00,ETHUSDT,413.37,414.73,411.07,412.64,34955.47065,14431443.07,14782
1.6E+12,2020-08-19 09:00:00+00:00,ETHUSDT,412.65,416.23,412.65,413.44,31897.90752,13227476.38,14115
1.6E+12,2020-08-19 10:00:00+00:00,ETHUSDT,413.49,413.95,408.61,412.28,29580.40674,12164862.37,13739
1.6E+12,2020-08-19 11:00:00+00:00,ETHUSDT,412.29,415.81,410.57,413.02,29840.53275,12344193.57,14299
1.6E+12,2020-08-19 12:00:00+00:00,ETHUSDT,412.98,414.23,410.85,412.15,20780.22316,8572637.852,10888
1.6E+12,2020-08-19 13:00:00+00:00,ETHUSDT,412.19,415.34,409.53,412.37,34354.76623,14163118.85,15208
1.6E+12,2020-08-19 14:00:00+00:00,ETHUSDT,412.38,414.16,407.52,408.65,29884.26832,12304732.84,14877
1.6E+12,2020-08-19 15:00:00+00:00,ETHUSDT,408.65,411.44,406.07,409.59,33199.47495,13559262.54,16078
1.6E+12,2020-08-19 16:00:00+00:00,ETHUSDT,409.59,412,400.82,407.5,60939.79673,24766394.57,26816
1.6E+12,2020-08-19 17:00:00+00:00,ETHUSDT,407.53,408.85,404.3,408.21,24034.39953,9783920.769,13133
1.6E+12,2020-08-19 18:00:00+00:00,ETHUSDT,408.21,408.21,400,404.69,44192.49566,17807477.61,21052
1.6E+12,2020-08-19 19:00:00+00:00,ETHUSDT,404.69,405.6,395,396,80146.00458,32005509.77,34916
1.6E+12,2020-08-19 20:00:00+00:00,ETHUSDT,395.89,404.35,393.25,404.31,68250.48938,27202003.79,31553
1.6E+12,2020-08-19 21:00:00+00:00,ETHUSDT,404.3,408.93,402.77,405.09,33656.12162,13653618.89,19734
1.6E+12,2020-08-19 22:00:00+00:00,ETHUSDT,405.11,408.86,404.39,407.06,23969.98458,9754889.377,13160
1.6E+12,2020-08-19 23:00:00+00:00,ETHUSDT,407.07,408.76,405,407.46,19274.43526,7838255.738,11306
1.6E+12,2020-08-20 00:00:00+00:00,ETHUSDT,407.46,415.27,407.46,411.79,42822.45708,17655476.95,21400
1.6E+12,2020-08-20 01:00:00+00:00,ETHUSDT,411.9,413.93,410.1,410.18,17489.16941,7204599.247,10613
1.6E+12,2020-08-20 02:00:00+00:00,ETHUSDT,410.19,411.31,406.5,408.06,22553.0058,9222788.825,13204
1.6E+12,2020-08-20 03:00:00+00:00,ETHUSDT,408.07,409.8,406.32,406.96,15018.27086,6125306.701,10281
1.6E+12,2020-08-20 04:00:00+00:00,ETHUSDT,406.97,408.46,404.08,405.23,23486.90988,9544512.613,13218
1.6E+12,2020-08-20 05:00:00+00:00,ETHUSDT,405.19,405.34,402.71,404.21,17172.56085,6940614.59,9757
1.6E+12,2020-08-20 06:00:00+00:00,ETHUSDT,404.21,409.21,402.07,407.73,27993.91117,11389840.45,14849
1.6E+12,2020-08-20 07:00:00+00:00,ETHUSDT,407.74,408.09,403.21,404.3,22960.36705,9322601.422,12972
1.6E+12,2020-08-20 08:00:00+00:00,ETHUSDT,404.3,407.4,403.22,407.19,23165.26447,9390431.655,12352
1.6E+12,2020-08-20 09:00:00+00:00,ETHUSDT,407.18,411.39,406.3,409.63,23566.49199,9629064.966,13008
1.6E+12,2020-08-20 10:00:00+00:00,ETHUSDT,409.68,410.47,407.42,409.54,20862.75308,8528924.041,10625
1.6E+12,2020-08-20 11:00:00+00:00,ETHUSDT,409.53,411.89,406.57,411.45,22482.87389,9185009.725,11639
1.6E+12,2020-08-20 12:00:00+00:00,ETHUSDT,411.47,411.96,408.77,409.16,25621.1566,10511564.76,12496
1.6E+12,2020-08-20 13:00:00+00:00,ETHUSDT,409.15,412.61,408.41,412.45,37776.0804,15514931.14,12681
1.6E+12,2020-08-20 14:00:00+00:00,ETHUSDT,412.39,415.56,410.66,414.63,44862.41515,18533355.38,16021
1.6E+12,2020-08-20 15:00:00+00:00,ETHUSDT,414.62,416.09,412.75,415.37,48958.30221,20308499.65,20141
1.6E+12,2020-08-20 16:00:00+00:00,ETHUSDT,415.36,417.99,413.83,415.91,57111.26981,23775238.7,22716
1.6E+12,2020-08-20 17:00:00+00:00,ETHUSDT,415.86,417.27,413.61,413.71,34088.73017,14160838.96,14606
1.6E+12,2020-08-20 18:00:00+00:00,ETHUSDT,413.7,416.58,413.57,416.31,30378.08261,12600504.91,15821
1.6E+12,2020-08-20 19:00:00+00:00,ETHUSDT,416.31,417.19,413.9,414.23,23934.49298,9944057.722,12098
1.6E+12,2020-08-20 20:00:00+00:00,ETHUSDT,414.24,416.99,414.16,415.81,17228.77972,7163650.492,10060
1.6E+12,2020-08-20 21:00:00+00:00,ETHUSDT,415.81,418.98,415.62,416.1,23058.51606,9622188.127,12702
1.6E+12,2020-08-20 22:00:00+00:00,ETHUSDT,416.08,417.25,413.77,414.4,22223.76933,9231364.102,10439
1.6E+12,2020-08-20 23:00:00+00:00,ETHUSDT,414.43,416.79,413.77,415.94,18740.10388,7786977.062,8838
1.6E+12,2020-08-21 00:00:00+00:00,ETHUSDT,415.94,418.68,414.57,415.33,26249.34612,10934634.5,13492
1.6E+12,2020-08-21 01:00:00+00:00,ETHUSDT,415.27,415.49,410.01,411.65,25815.19093,10650128.55,14131
1.6E+12,2020-08-21 02:00:00+00:00,ETHUSDT,411.64,413.32,410.02,410.59,30322.91865,12481004.16,14690
1.6E+12,2020-08-21 03:00:00+00:00,ETHUSDT,410.6,416.37,409.5,415.95,31004.69315,12798204.73,19251
1.6E+12,2020-08-21 04:00:00+00:00,ETHUSDT,415.95,416.62,413.82,415.12,28659.62584,11896738.96,14105
1.6E+12,2020-08-21 05:00:00+00:00,ETHUSDT,415.12,416.14,413.34,413.95,19517.59132,8096344.136,10585
1.6E+12,2020-08-21 06:00:00+00:00,ETHUSDT,413.95,414.38,412.62,413.05,18538.20353,7665902.884,9960
1.6E+12,2020-08-21 07:00:00+00:00,ETHUSDT,413.01,414.78,411.7,412.8,27150.31263,11217990.87,12365
1.6E+12,2020-08-21 08:00:00+00:00,ETHUSDT,412.81,412.81,409.13,411.55,41491.51146,17053868.41,16512
1.6E+12,2020-08-21 09:00:00+00:00,ETHUSDT,411.56,412.15,408.18,408.49,22737.35881,9326600.109,11593
1.6E+12,2020-08-21 10:00:00+00:00,ETHUSDT,408.47,409.14,405.01,408.53,41006.35709,16700688.12,19858
1.6E+12,2020-08-21 11:00:00+00:00,ETHUSDT,408.53,408.98,403.93,405.33,33642.01843,13676063.46,17253
1.6E+12,2020-08-21 12:00:00+00:00,ETHUSDT,405.31,407.91,399.44,406.68,76033.11192,30651676.6,33295
1.6E+12,2020-08-21 13:00:00+00:00,ETHUSDT,406.67,407.76,401.8,402.06,38304.82829,15532065.52,15643
1.6E+12,2020-08-21 14:00:00+00:00,ETHUSDT,402.07,407.07,400.88,405.22,29836.18376,12063026.25,16001
1.6E+12,2020-08-21 15:00:00+00:00,ETHUSDT,405.29,407.2,403.2,404.27,21420.36781,8678186.5,12382
1.6E+12,2020-08-21 16:00:00+00:00,ETHUSDT,404.21,406.65,400.76,400.77,26821.06387,10833513.31,13594
1.6E+12,2020-08-21 17:00:00+00:00,ETHUSDT,400.77,406.7,399,403,49630.0536,20006948.3,22795
1.6E+12,2020-08-21 18:00:00+00:00,ETHUSDT,403,403.36,394,397.84,63731.58846,25339480.33,27493
1.6E+12,2020-08-21 19:00:00+00:00,ETHUSDT,397.87,401.5,397.29,397.51,24169.9178,9653520.981,12518
1.6E+12,2020-08-21 20:00:00+00:00,ETHUSDT,397.57,401.5,395,395.04,19718.67931,7857377.166,11633
1.6E+12,2020-08-21 21:00:00+00:00,ETHUSDT,395.04,396.33,385.1,388.54,83318.03329,32452258.98,37875
1.6E+12,2020-08-21 22:00:00+00:00,ETHUSDT,388.51,394.52,387.32,389.57,38949.51859,15246187.75,18603
1.6E+12,2020-08-21 23:00:00+00:00,ETHUSDT,389.57,392.24,385.11,387.97,42930.25094,16643472.89,18595
1.6E+12,2020-08-22 00:00:00+00:00,ETHUSDT,387.93,388.31,380.12,381.4,77069.17249,29556399.24,34088
1.6E+12,2020-08-22 01:00:00+00:00,ETHUSDT,381.41,385.88,379.92,385.11,40796.96032,15620438.79,20091
1.6E+12,2020-08-22 02:00:00+00:00,ETHUSDT,385.1,387.31,383.54,385.13,26941.97556,10388380.54,14067
1.6E+12,2020-08-22 03:00:00+00:00,ETHUSDT,385.16,386.95,383.5,385.39,24146.45611,9303735.663,11730
1.6E+12,2020-08-22 04:00:00+00:00,ETHUSDT,385.39,385.43,381.58,382.11,25205.60243,9660240.852,11816
1.6E+12,2020-08-22 05:00:00+00:00,ETHUSDT,382.12,386.3,382.12,386.07,20598.34994,7929448.486,9656
1.6E+12,2020-08-22 06:00:00+00:00,ETHUSDT,386.08,392.18,386.08,392.14,36486.44196,14208860.73,18487
1.6E+12,2020-08-22 07:00:00+00:00,ETHUSDT,392.14,392.5,389.4,391.11,22355.60226,8732235.239,10604
1.6E+12,2020-08-22 08:00:00+00:00,ETHUSDT,391.1,395.29,389.75,392.43,40048.32223,15718730.18,14953
1.6E+12,2020-08-22 09:00:00+00:00,ETHUSDT,392.43,392.81,390.21,392.45,20459.87332,8010844.485,9460
1.6E+12,2020-08-22 10:00:00+00:00,ETHUSDT,392.38,393.71,390.27,390.99,20963.62507,8216066.289,10270
1.6E+12,2020-08-22 11:00:00+00:00,ETHUSDT,391,391.46,388.2,389.97,20741.51361,8075587.904,10230
1.6E+12,2020-08-22 12:00:00+00:00,ETHUSDT,390,393.6,390,391.92,31447.55444,12309828.76,12771
1.6E+12,2020-08-22 13:00:00+00:00,ETHUSDT,391.95,392.81,389.1,391.3,26423.27764,10318268.48,12542
1.6E+12,2020-08-22 14:00:00+00:00,ETHUSDT,391.29,392.86,388.6,391.6,23041.63415,9003091.807,11722
1.6E+12,2020-08-22 15:00:00+00:00,ETHUSDT,391.6,393.51,390.07,390.31,27363.31836,10715953.92,11446
1.6E+12,2020-08-22 16:00:00+00:00,ETHUSDT,390.33,391.31,388.29,390.38,22295.15155,8685178.047,10755
1.6E+12,2020-08-22 17:00:00+00:00,ETHUSDT,390.39,391.44,388.51,390.87,20446.95844,7971908.895,10438
1.6E+12,2020-08-22 18:00:00+00:00,ETHUSDT,390.88,391.87,390.11,390.64,21067.5812,8236992.993,9748
1.6E+12,2020-08-22 19:00:00+00:00,ETHUSDT,390.64,390.94,388.78,389.28,13066.55163,5096274.911,7335
1.6E+12,2020-08-22 20:00:00+00:00,ETHUSDT,389.29,389.63,387.33,388.97,15394.99001,5977587.704,8850
1.6E+12,2020-08-22 21:00:00+00:00,ETHUSDT,388.97,393.6,388.61,393.6,16238.1306,6358633.531,9479
1.6E+12,2020-08-22 22:00:00+00:00,ETHUSDT,393.59,394.96,391.78,393.18,25104.70728,9880646.356,12316
1.6E+12,2020-08-22 23:00:00+00:00,ETHUSDT,393.18,397.04,392.29,395.24,25532.01483,10094539.58,12596
1.6E+12,2020-08-23 00:00:00+00:00,ETHUSDT,395.23,396.95,392.05,393.31,30200.21073,11914166.22,13649
1.6E+12,2020-08-23 01:00:00+00:00,ETHUSDT,393.38,393.89,391.88,393.45,13400.66936,5266650.06,8426
1.6E+12,2020-08-23 02:00:00+00:00,ETHUSDT,393.5,393.8,390.58,391,14983.7823,5872011.297,8567
1.6E+12,2020-08-23 03:00:00+00:00,ETHUSDT,391,391.88,388.69,389.85,23855.88174,9304164.214,9795
1.6E+12,2020-08-23 04:00:00+00:00,ETHUSDT,389.85,390.2,388.45,389.03,15014.17652,5845712.963,7940
1.6E+12,2020-08-23 05:00:00+00:00,ETHUSDT,389.02,389.64,387.35,388.95,14295.66878,5552858.54,7487
1.6E+12,2020-08-23 06:00:00+00:00,ETHUSDT,388.95,392.49,388.48,391.47,15544.05128,6077113.843,8563
1.6E+12,2020-08-23 07:00:00+00:00,ETHUSDT,391.45,392.22,390.38,390.93,12118.83615,4742551.323,5392
1.6E+12,2020-08-23 08:00:00+00:00,ETHUSDT,390.94,391.33,388.65,389.08,23529.56447,9164319.217,10571
1.6E+12,2020-08-23 09:00:00+00:00,ETHUSDT,389.04,390.81,388.5,389.83,13936.99988,5435921.169,6991
1.6E+12,2020-08-23 10:00:00+00:00,ETHUSDT,389.82,389.89,385.5,386.45,26279.95452,10194645.7,12108
1.6E+12,2020-08-23 11:00:00+00:00,ETHUSDT,386.46,388.26,383.15,383.92,34616.67359,13351832.32,14840
1.6E+12,2020-08-23 12:00:00+00:00,ETHUSDT,383.99,387.27,383.29,387.02,22265.03399,8578089.482,10145
1.6E+12,2020-08-23 13:00:00+00:00,ETHUSDT,387.03,392.6,385.57,388.89,32538.55643,12673330.83,16099
1.6E+12,2020-08-23 14:00:00+00:00,ETHUSDT,388.88,389.95,388.04,389.69,16043.04163,6239311.45,8008
1.6E+12,2020-08-23 15:00:00+00:00,ETHUSDT,389.63,392.97,389.25,392.61,20335.04862,7959243.684,9761
1.6E+12,2020-08-23 16:00:00+00:00,ETHUSDT,392.66,392.88,389.21,389.98,18245.95545,7134555.594,10268
1.6E+12,2020-08-23 17:00:00+00:00,ETHUSDT,389.98,391.23,388.84,389.92,12966.97108,5059566.78,7325
1.6E+12,2020-08-23 18:00:00+00:00,ETHUSDT,389.96,392.64,389.32,391.81,14168.66673,5541141.571,7711
1.6E+12,2020-08-23 19:00:00+00:00,ETHUSDT,391.81,394.43,390.46,393.96,20147.27709,7914378.946,9402
1.6E+12,2020-08-23 20:00:00+00:00,ETHUSDT,393.96,395.25,392.61,392.85,20324.42268,8015237.62,10082
1.6E+12,2020-08-23 21:00:00+00:00,ETHUSDT,392.84,393.41,391.96,393.33,8772.0257,3444700.158,6495
1.6E+12,2020-08-23 22:00:00+00:00,ETHUSDT,393.33,393.71,390.71,391.25,10779.91661,4225727.865,6458
1.6E+12,2020-08-23 23:00:00+00:00,ETHUSDT,391.24,392.84,390.35,390.71,10954.43456,4292747.193,6646
1.6E+12,2020-08-24 00:00:00+00:00,ETHUSDT,390.72,391.27,387.44,389.93,22218.20275,8648060.721,10926
1.6E+12,2020-08-24 01:00:00+00:00,ETHUSDT,389.93,390.55,388.5,389.51,14977.75326,5832664.917,7631
1.6E+12,2020-08-24 02:00:00+00:00,ETHUSDT,389.5,392.61,389.41,391.18,19806.33006,7749066.842,8488
1.6E+12,2020-08-24 03:00:00+00:00,ETHUSDT,391.19,393.97,390.95,393.24,23956.6946,9417609.03,11109
1.6E+12,2020-08-24 04:00:00+00:00,ETHUSDT,393.22,393.75,391.56,392.45,12811.68056,5027019.749,6833
1.6E+12,2020-08-24 05:00:00+00:00,ETHUSDT,392.47,393,391.64,392.52,16057.96506,6300439.533,7252
1.6E+12,2020-08-24 06:00:00+00:00,ETHUSDT,392.52,396.02,391.9,396.01,50348.3443,19858106.42,14425
1.6E+12,2020-08-24 07:00:00+00:00,ETHUSDT,396.01,398.97,395.97,398.44,41336.84889,16449705.01,16801
1.6E+12,2020-08-24 08:00:00+00:00,ETHUSDT,398.48,407.59,398.43,404.75,75111.61003,30299117.8,28395
